"cat_no","context","figure_num","gender","qualifier","n_descriptors","n_in_dict","coverage_pct","dirmean_Warmth","dirmean_Competence","dirmean_Sociability","dirmean_Morality","dirmean_Ability","dirmean_Assertiveness","dirmean_Status","dirmean_Beliefs","dirmean_health","dirmean_deviance","dirmean_beauty","dirmean_Politics","dirmean_Religion","n_dirmean_Warmth","n_dirmean_Competence","n_dirmean_Sociability","n_dirmean_Morality","n_dirmean_Ability","n_dirmean_Assertiveness","n_dirmean_Status","n_dirmean_Beliefs","n_dirmean_health","n_dirmean_deviance","n_dirmean_beauty","n_dirmean_Politics","n_dirmean_Religion","asymmetry"
"P001307","religious",1,"Female","",43,31,72.0930232558139,0.125,0.277777777777778,0.333333333333333,-0.5,0.5,-0.2,0.833333333333333,0.666666666666667,-1,NA,NA,0,1,8,9,6,2,5,5,3,3,2,0,0,1,2,-0.152777777777778
"P001308","religious",1,"Male","",49,27,55.1020408163265,0.75,0.9,0.6,1,1,0.4,1,1,NA,NA,NA,NA,1,8,10,5,3,5,5,6,4,0,0,0,0,4,-0.15
"P001309","religious",1,"Female","",34,18,52.9411764705882,0.285714285714286,0.928571428571429,0.333333333333333,0,0.9,0,1,NA,-1,NA,NA,NA,NA,7,7,6,1,5,2,3,0,1,0,0,0,0,-0.642857142857143
"P001310","religious",1,"Male","",38,22,57.8947368421053,0.166666666666667,0.875,0.2,0,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,6,4,5,1,3,1,7,0,0,0,0,0,0,-0.708333333333333
"P001310","religious",2,"Female","",34,21,61.7647058823529,0.444444444444444,0.375,0.666666666666667,0,0.833333333333333,0,1,NA,NA,NA,NA,NA,NA,9,4,6,3,3,2,1,0,0,0,0,0,0,0.0694444444444444
"P001310","religious",3,"Male","",27,17,62.962962962963,0.6,0.25,0.5,0.666666666666667,0.75,0,0.2,1,NA,NA,NA,NA,1,5,6,2,3,2,4,5,1,0,0,0,0,1,0.35
"P001310","religious",4,"Male","",25,17,68,0.75,0.3125,1,0.666666666666667,0.875,-0.25,1,1,NA,NA,NA,NA,1,4,8,1,3,4,4,1,1,0,0,0,0,1,0.4375
"P001310","religious",5,"Male","",29,15,51.7241379310345,0.666666666666667,0.875,NA,0.666666666666667,0.833333333333333,1,1,NA,-1,NA,NA,NA,NA,3,4,0,3,3,1,4,0,1,0,0,0,0,-0.208333333333333
"P001311","religious",1,"Male","",48,21,43.75,0.6,0.928571428571429,0.75,0,0.916666666666667,1,1,1,NA,NA,NA,NA,1,5,7,4,1,6,1,3,2,0,0,0,0,2,-0.328571428571429
"P001312","religious",1,"Male","",39,25,64.1025641025641,0.4,0.9375,0.5,0,0.916666666666667,0,1,1,NA,NA,NA,NA,1,5,8,4,1,6,2,3,1,0,0,0,0,1,-0.5375
"P001313","religious",1,"Male","",38,21,55.2631578947368,0,0.611111111111111,0,0,0.875,0.4,0.9,NA,NA,NA,NA,NA,NA,3,9,2,1,4,5,5,0,0,0,0,0,0,-0.611111111111111
"P001314","religious",1,"Male","",30,15,50,0.666666666666667,0.944444444444444,1,0,0.916666666666667,0.5,0.9,1,NA,NA,NA,NA,1,3,9,2,1,6,4,5,1,0,0,0,0,1,-0.277777777777778
"P001315","religious",1,"Male","",23,14,60.8695652173913,0.333333333333333,0.166666666666667,0.333333333333333,NA,1,-0.25,1,NA,NA,NA,NA,NA,NA,3,6,3,0,2,4,1,0,0,0,0,0,0,0.166666666666667
"P001315","religious",2,"Male","",21,12,57.1428571428571,0.75,0.7,1,0,0.875,0,1,1,NA,NA,NA,NA,1,4,5,3,1,4,1,3,1,0,0,0,0,1,0.05
"P001315","religious",3,"Male","",20,12,60,0.333333333333333,1,1,-1,1,1,1,NA,NA,NA,NA,NA,NA,3,5,2,1,2,4,1,0,0,0,0,0,0,-0.666666666666667
"P001315","religious",4,"Female","",20,12,60,0.625,0.833333333333333,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,8,3,6,3,3,0,0,0,0,0,0,0,0,-0.208333333333333
"P001315","religious",5,"Unknown","Child",21,14,66.6666666666667,0.833333333333333,0.333333333333333,0.75,1,1,-1,1,NA,NA,NA,NA,NA,NA,6,3,4,2,2,1,1,0,0,0,0,0,0,0.5
"P001316","religious",1,"Female","",31,18,58.0645161290323,0.75,0.777777777777778,0.666666666666667,1,1,0.2,1,NA,NA,NA,NA,NA,NA,4,9,3,1,4,5,4,0,0,0,0,0,0,-0.0277777777777778
"P001316","religious",2,"Male","",32,21,65.625,0.333333333333333,0.5,0.6,-1,1,0,1,1,NA,NA,NA,NA,1,6,4,5,1,2,2,1,1,0,0,0,0,1,-0.166666666666667
"P001316","religious",3,"Female","",29,16,55.1724137931034,0.75,0.6,0.75,NA,1,0,1,NA,NA,NA,NA,NA,NA,8,5,8,0,3,2,2,0,0,0,0,0,0,0.15
"P001316","religious",4,"Male","",27,18,66.6666666666667,0.5,0.333333333333333,1,0,1,0,1,NA,NA,NA,NA,NA,NA,4,6,2,2,2,4,3,0,0,0,0,0,0,0.166666666666667
"P001316","religious",5,"Male","",33,21,63.6363636363636,0.333333333333333,0.5,0.6,-1,1,0,1,1,NA,NA,NA,NA,1,6,4,5,1,2,2,1,1,0,0,0,0,1,-0.166666666666667
"P001317","religious",1,"Female","",28,17,60.7142857142857,0.75,0.625,0.833333333333333,0.5,0.75,0.5,1,1,NA,NA,NA,NA,1,8,4,6,2,2,2,3,1,0,0,0,0,1,0.125
"P001317","religious",2,"Male","",27,18,66.6666666666667,0.714285714285714,-0.1,0.5,0.8,0.75,-0.25,-1,1,NA,NA,NA,NA,1,7,5,2,5,2,4,1,5,0,0,0,0,5,0.814285714285714
"P001317","religious",3,"Male","",24,12,50,1,-1,1,1,-1,-1,NA,1,NA,NA,NA,NA,1,7,2,3,4,1,1,0,2,0,0,0,0,2,2
"P001317","religious",4,"Female","",20,8,40,0.166666666666667,1,0.25,0,1,1,NA,1,NA,NA,NA,NA,1,6,2,4,2,1,1,0,1,0,0,0,0,1,-0.833333333333333
"P001317","religious",5,"Male","",16,10,62.5,0.666666666666667,0,0.666666666666667,NA,0,NA,1,1,NA,NA,NA,NA,1,3,2,3,0,2,0,1,2,0,0,0,0,2,0.666666666666667
"P001318","religious",1,"Male","",25,14,56,0.666666666666667,-0.2,0.666666666666667,NA,1,-1,NA,1,NA,NA,NA,NA,1,6,5,6,0,1,4,0,1,0,0,0,0,1,0.866666666666667
"P001319","religious",1,"Female","",28,20,71.4285714285714,0.25,0.8125,1,0,0.833333333333333,0.8,0.875,1,NA,NA,NA,NA,1,4,8,1,3,3,5,4,1,0,0,0,0,1,-0.5625
"P001320","religious",1,"Female","",46,20,43.4782608695652,0.666666666666667,0.833333333333333,1,0.5,0.875,0.8,0.9,1,NA,NA,NA,NA,1,3,9,1,2,4,5,5,1,0,0,0,0,1,-0.166666666666667
"P001321","religious",1,"Male","",69,42,60.8695652173913,0.588235294117647,0.291666666666667,0.636363636363636,0.5,0.833333333333333,0.111111111111111,1,1,NA,NA,NA,NA,1,17,12,11,6,3,9,5,5,0,0,0,0,5,0.29656862745098
"P001322","religious",1,"Female","",23,11,47.8260869565217,0.5,0.5,0.5,1,NA,0.5,1,-0.5,NA,-1,NA,-0.5,NA,4,2,4,1,0,2,1,1,0,1,0,1,0,0
"P001322","religious",2,"Unknown","Baby",17,10,58.8235294117647,0.666666666666667,-1,0.5,1,NA,-1,1,NA,NA,NA,NA,NA,NA,3,2,2,2,0,2,1,0,0,0,0,0,0,1.66666666666667
"P001323","religious",1,"Male","",29,17,58.6206896551724,0.333333333333333,0.928571428571429,0,0.5,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,3,7,1,2,3,4,5,0,0,0,0,0,0,-0.595238095238095
"P001323","religious",2,"Female","",28,14,50,0.666666666666667,0.25,0.666666666666667,0.666666666666667,0.875,-1,0,NA,NA,NA,NA,NA,NA,6,6,3,3,4,2,4,0,0,0,0,0,0,0.416666666666667
"P001323","religious",3,"Female","",25,14,56,0.5,0.7,0.5,0.5,0.875,0,0.666666666666667,NA,NA,NA,NA,NA,NA,4,5,2,2,4,1,3,0,0,0,0,0,0,-0.2
"P001323","religious",4,"Male","",24,11,45.8333333333333,0,0.833333333333333,0,0,0.833333333333333,NA,1,1,NA,NA,NA,NA,1,4,3,1,3,3,0,1,1,0,0,0,0,1,-0.833333333333333
"P001323","religious",5,"Male","",24,14,58.3333333333333,-0.375,1,1,-0.833333333333333,1,NA,0.5,NA,NA,NA,NA,NA,NA,4,1,1,3,1,0,4,0,0,0,0,0,0,-1.375
"P001324","religious",1,"Male","",53,27,50.9433962264151,0.2,0.409090909090909,0.25,0,0.833333333333333,0.25,0.428571428571429,1,NA,NA,NA,NA,0.5,5,11,4,1,3,8,7,2,0,0,0,0,2,-0.209090909090909
"P001325","religious",1,"Male","",67,34,50.7462686567164,0.8,0.322222222222222,1,0.5,0.916666666666667,-0.0740740740740741,0.916666666666667,NA,-1,NA,NA,NA,NA,5,15,3,2,6,9,8,0,1,0,0,0,0,0.477777777777778
"P001326","secular",1,"Male","",29,17,58.6206896551724,0,0.854166666666667,0,0,0.833333333333333,0.866666666666667,0.866666666666667,NA,NA,NA,NA,NA,NA,2,8,1,1,3,5,5,0,0,0,0,0,0,-0.854166666666667
"P001327","religious",1,"Male","",28,16,57.1428571428571,0.75,0.666666666666667,0.75,NA,1,0,1,1,NA,NA,NA,NA,1,4,3,4,0,2,1,4,1,0,0,0,0,1,0.0833333333333334
"P001327","religious",2,"Female","",25,13,52,0.8,0.375,1,0,0.75,0,1,NA,NA,NA,NA,NA,NA,5,4,4,1,2,2,1,0,0,0,0,0,0,0.425
"P001327","religious",3,"Unknown","Child",23,14,60.8695652173913,0.666666666666667,-0.125,1,0.666666666666667,0.75,-1,1,NA,NA,NA,NA,NA,NA,3,4,1,3,2,2,3,0,0,0,0,0,0,0.791666666666667
"P001327","religious",4,"Male","Figure (Left",24,12,50,0.5,0.9,0.5,0.5,0.875,-1,NA,1,NA,NA,NA,NA,1,6,5,4,2,4,1,0,1,0,0,0,0,1,-0.4
"P001327","religious",5,"Male","Figure (Right",22,11,50,0.5,0.875,0.5,0.666666666666667,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,4,4,2,3,3,1,2,0,0,0,0,0,0,-0.375
"P001328","religious",1,"Female","",29,18,62.0689655172414,0.6,1,0.5,1,1,1,1,1,NA,NA,NA,1,1,5,6,4,1,3,3,5,2,0,0,0,1,1,-0.4
"P001328","religious",2,"Male","",18,11,61.1111111111111,0.333333333333333,0.375,0,0.5,0.75,0,1,1,NA,NA,NA,NA,1,3,4,1,2,2,2,2,2,0,0,0,0,2,-0.0416666666666667
"P001328","religious",3,"Male","",17,9,52.9411764705882,0.5,-0.125,NA,0.5,0.75,-1,1,1,NA,NA,NA,NA,1,2,4,0,2,2,2,1,2,0,0,0,0,2,0.625
"P001328","religious",4,"Male","",22,15,68.1818181818182,0.5,0.833333333333333,0.5,0.5,0.75,1,1,NA,-1,NA,NA,NA,NA,4,3,2,2,2,1,3,0,1,0,0,0,0,-0.333333333333333
"P001328","religious",5,"Male","",19,10,52.6315789473684,0.333333333333333,-0.125,0,0.5,0.75,-1,1,1,NA,NA,NA,NA,1,3,4,1,2,2,2,1,2,0,0,0,0,2,0.458333333333333
"P001329","religious",1,"Male","",34,21,61.7647058823529,0.666666666666667,0.928571428571429,1,0.5,0.833333333333333,1,0.916666666666667,1,NA,NA,NA,NA,1,3,7,1,2,3,4,6,1,0,0,0,0,1,-0.261904761904762
"P001330","religious",1,"Male","",20,12,60,0.25,0.875,0,0.5,0.75,1,1,NA,NA,NA,NA,NA,NA,4,4,2,2,2,2,3,0,0,0,0,0,0,-0.625
"P001330","religious",2,"Female","",21,14,66.6666666666667,0.666666666666667,0.5,0.8,0,0.75,0,1,NA,NA,NA,NA,NA,NA,6,3,5,1,2,1,1,0,0,0,0,0,0,0.166666666666667
"P001330","religious",3,"Female","",20,12,60,0.666666666666667,0.625,1,0,0.75,0.5,1,NA,NA,NA,NA,NA,NA,3,4,2,1,2,2,1,0,0,0,0,0,0,0.0416666666666666
"P001330","religious",4,"Female","",17,11,64.7058823529412,0.75,0.166666666666667,1,0.5,0.75,-1,-1,NA,NA,NA,NA,NA,NA,4,3,2,2,2,1,2,0,0,0,0,0,0,0.583333333333333
"P001330","religious",5,"Male","",16,11,68.75,0.666666666666667,0.833333333333333,1,0.5,0.75,1,1,NA,NA,NA,NA,NA,NA,3,3,1,2,2,1,5,0,0,0,0,0,0,-0.166666666666667
"P001331","religious",1,"Male","",32,15,46.875,0.8,0.8125,1,0.666666666666667,0.875,0.75,0.875,NA,NA,NA,NA,NA,NA,5,8,2,3,4,4,4,0,0,0,0,0,0,-0.0125
"P001332","religious",1,"Male","",69,43,62.3188405797101,0.583333333333333,0.388888888888889,0.6,0.571428571428571,0.875,0.212121212121212,0.393939393939394,1,1,NA,NA,NA,1,12,15,5,7,4,11,11,2,1,0,0,0,2,0.194444444444444
"P001333","religious",1,"Female","",24,16,66.6666666666667,0.428571428571429,0.9,0.4,0.5,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,7,5,5,2,3,2,3,0,0,0,0,0,0,-0.471428571428571
"P001333","religious",2,"Female","",22,15,68.1818181818182,0.714285714285714,0.125,0.8,0.5,0.75,-0.5,1,NA,NA,NA,NA,NA,NA,7,4,5,2,2,2,2,0,0,0,0,0,0,0.589285714285714
"P001333","religious",3,"Male","",24,17,70.8333333333333,0.833333333333333,0.25,1,0.75,0.833333333333333,-0.333333333333333,1,1,NA,NA,NA,NA,1,6,6,2,4,3,3,2,3,0,0,0,0,3,0.583333333333333
"P001333","religious",4,"Female","",22,15,68.1818181818182,0.714285714285714,0.3,0.833333333333333,0,0.833333333333333,-0.5,1,NA,NA,NA,NA,NA,NA,7,5,6,1,3,2,1,0,0,0,0,0,0,0.414285714285714
"P001333","religious",5,"Male","",23,17,73.9130434782609,0.8,0.722222222222222,1,0.666666666666667,0.916666666666667,-0.333333333333333,1,NA,NA,NA,NA,NA,NA,5,9,2,3,6,3,3,0,0,0,0,0,0,0.0777777777777778
"P001334","religious",1,"Male","",23,13,56.5217391304348,0.666666666666667,0.8125,1,0,0.875,0.75,1,NA,NA,NA,NA,NA,NA,3,8,2,1,4,4,5,0,0,0,0,0,0,-0.145833333333333
"P001334","religious",2,"Female","",17,9,52.9411764705882,0.75,0.833333333333333,1,0.5,0.833333333333333,NA,1,NA,NA,NA,NA,NA,NA,4,3,2,2,3,0,1,0,0,0,0,0,0,-0.0833333333333334
"P001334","religious",3,"Female","",19,12,63.1578947368421,0.666666666666667,0.125,0.8,0,0.75,-0.5,1,NA,NA,NA,NA,NA,NA,6,4,5,1,2,2,1,0,0,0,0,0,0,0.541666666666667
"P001334","religious",4,"Male","",15,8,53.3333333333333,0.5,0.166666666666667,0.5,0.5,0.75,-1,-1,1,NA,NA,NA,NA,1,4,3,2,2,2,1,1,1,0,0,0,0,1,0.333333333333333
"P001334","religious",5,"Male","",14,8,57.1428571428571,0.5,-0.125,1,0,0.75,-1,1,NA,-1,NA,NA,NA,NA,2,4,1,1,2,2,1,0,1,0,0,0,0,0.625
"P001335","religious",1,"Female","",38,26,68.4210526315789,0.714285714285714,0.416666666666667,0.833333333333333,0.5,0.375,0.5,1,0,NA,NA,NA,0,NA,7,6,6,2,4,2,5,1,0,0,0,1,0,0.297619047619048
"P001335","religious",2,"Male","",28,15,53.5714285714286,0.2,0.357142857142857,0.5,0,0.9,-0.333333333333333,1,NA,NA,NA,NA,NA,NA,5,7,2,3,5,3,1,0,0,0,0,0,0,-0.157142857142857
"P001335","religious",3,"Male","",33,19,57.5757575757576,0.75,0.928571428571429,1,0.5,0.9,1,1,NA,NA,NA,NA,NA,NA,4,7,2,2,5,2,5,0,0,0,0,0,0,-0.178571428571429
"P001335","religious",4,"Male","",26,17,65.3846153846154,0.6,0.214285714285714,0.5,0.666666666666667,0.833333333333333,0,0,1,NA,NA,NA,NA,1,5,7,2,3,3,5,2,1,0,0,0,0,1,0.385714285714286
"P001335","religious",5,"Female","",30,14,46.6666666666667,0.75,-0.0714285714285714,1,0.666666666666667,0.375,-0.666666666666667,1,NA,NA,NA,NA,NA,NA,4,7,1,3,4,3,1,0,0,0,0,0,0,0.821428571428571
"P001336","religious",1,"Male","",54,30,55.5555555555556,0.571428571428571,0.307692307692308,0.5,0.666666666666667,0.833333333333333,-0.428571428571429,1,1,NA,NA,NA,NA,1,7,13,4,3,6,7,5,1,0,0,0,0,1,0.263736263736264
"P001337","religious",1,"Male","",18,10,55.5555555555556,1,0.833333333333333,1,NA,1,0.666666666666667,1,NA,NA,NA,NA,NA,NA,1,6,1,0,3,3,2,0,0,0,0,0,0,0.166666666666667
"P001337","religious",2,"Male","",19,11,57.8947368421053,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,4,1,1,3,1,3,0,0,0,0,0,0,0
"P001337","religious",3,"Male","",18,9,50,0.5,0.333333333333333,0.5,NA,1,-1,NA,NA,NA,NA,NA,NA,NA,2,3,2,0,2,1,0,0,0,0,0,0,0,0.166666666666667
"P001338","religious",1,"Female","",27,17,62.962962962963,0.571428571428571,0.75,0.666666666666667,0,0.833333333333333,0.666666666666667,1,NA,NA,NA,NA,NA,NA,7,6,6,1,3,3,4,0,0,0,0,0,0,-0.178571428571429
"P001338","religious",2,"Male","",26,13,50,0.625,0.9,0.5,0.75,0.875,1,1,NA,NA,NA,NA,NA,NA,8,5,4,4,4,1,2,0,0,0,0,0,0,-0.275
"P001338","religious",3,"Male","",21,13,61.9047619047619,0.75,0.583333333333333,1,0.666666666666667,0.875,0,-0.333333333333333,1,NA,NA,NA,NA,0.5,4,6,1,3,4,2,3,2,0,0,0,0,2,0.166666666666667
"P001338","religious",4,"Unknown","Infant",21,13,61.9047619047619,0.8,0.25,1,0.666666666666667,0.75,0,1,NA,NA,NA,NA,NA,NA,5,6,2,3,2,4,1,0,0,0,0,0,0,0.55
"P001338","religious",5,"Male","",20,11,55,0.5,0.9,0.5,0.5,0.833333333333333,0,1,1,NA,NA,NA,NA,1,6,5,4,2,3,2,1,1,0,0,0,0,1,-0.4
"P001339","religious",1,"Male","",31,13,41.9354838709677,0.5,0.8125,1,0,0.875,0.25,0.833333333333333,NA,NA,NA,NA,NA,NA,2,8,1,1,4,4,3,0,0,0,0,0,0,-0.3125
"P001340","religious",1,"Male","",26,10,38.4615384615385,1,0.5,1,1,1,0,1,NA,NA,NA,NA,NA,NA,1,4,1,1,2,2,3,0,0,0,0,0,0,0.5
"P001340","religious",2,"Female","",23,13,56.5217391304348,0.833333333333333,1,0.833333333333333,NA,1,NA,1,NA,NA,NA,NA,NA,NA,6,1,6,0,1,0,2,0,0,0,0,0,0,-0.166666666666667
"P001342","secular",1,"Male","",22,11,50,-1,0.25,-1,NA,1,0,0.5,NA,-1,NA,NA,NA,NA,1,4,1,0,1,3,4,0,2,0,0,0,0,-1.25
"P001342","secular",2,"Male","",17,8,47.0588235294118,0,-0.333333333333333,0,NA,NA,-0.333333333333333,NA,NA,NA,NA,1,NA,NA,1,3,1,0,0,3,0,0,0,0,1,0,0,0.333333333333333
"P001342","secular",3,"Male","",21,8,38.0952380952381,0,-0.5,0,0,0.5,-1,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,0,0,0,0,0,0,0,0.5
"P001342","secular",4,"Male","",20,7,35,NA,0,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,4,0,0,0,0,0,0,NA
"P001342","secular",5,"Male","",21,8,38.0952380952381,0,-0.5,0,0,0.5,-1,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,0,0,0,0,0,0,0,0.5
"P001344","secular",1,"Male","",27,12,44.4444444444444,0.5,0.3125,1,0,0.833333333333333,0,1,NA,-1,NA,NA,NA,NA,2,8,1,1,3,5,2,0,1,0,0,0,0,0.1875
"P001344","secular",2,"Male","",27,11,40.7407407407407,-0.125,0,0.5,-0.75,1,-1,0,NA,NA,NA,NA,NA,NA,4,4,2,2,2,2,2,0,0,0,0,0,0,-0.125
"P001344","secular",3,"Male","",20,10,50,0.166666666666667,0.333333333333333,0.5,-0.5,1,0,-1,NA,NA,NA,NA,NA,NA,3,3,2,1,1,2,1,0,0,0,0,0,0,-0.166666666666667
"P001344","secular",4,"Male","",19,12,63.1578947368421,0.25,0,1,-0.5,1,-0.25,-1,0,NA,NA,NA,0,NA,2,5,1,1,1,4,1,1,0,0,0,1,0,0.25
"P001344","secular",5,"Male","",34,16,47.0588235294118,0.333333333333333,0.722222222222222,0.5,0,0.9,0.5,0.833333333333333,1,-1,NA,NA,NA,1,3,9,2,1,5,4,3,1,1,0,0,0,1,-0.388888888888889
"P001345","secular",1,"Male","",32,13,40.625,0.5,1,0.5,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,7,2,0,3,5,3,0,0,0,0,0,0,-0.5
"P001345","secular",2,"Male","",25,11,44,0.333333333333333,0.875,0.5,0,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,3,4,2,1,3,1,1,0,0,0,0,0,0,-0.541666666666667
"P001345","secular",3,"Male","",31,15,48.3870967741936,0,0.19047619047619,0,NA,1,-0.133333333333333,0.777777777777778,NA,NA,NA,NA,NA,NA,3,7,3,0,2,5,3,0,0,0,0,0,0,-0.19047619047619
"P001345","secular",4,"Female","",27,14,51.8518518518518,0.5,0.25,0.333333333333333,0.666666666666667,0.875,-1,NA,NA,NA,NA,1,NA,NA,6,6,3,3,4,2,0,0,0,0,1,0,0,0.25
"P001345","secular",5,"Male","",26,13,50,0,0.666666666666667,0,NA,1,0.444444444444444,0.777777777777778,NA,NA,NA,NA,NA,NA,3,5,3,0,2,3,3,0,0,0,0,0,0,-0.666666666666667
"P001346","secular",1,"Male","",20,15,75,0,0.916666666666667,-1,0.5,0.75,1,1,NA,NA,NA,NA,NA,NA,3,6,1,2,2,4,5,0,0,0,0,0,0,-0.916666666666667
"P001346","secular",2,"Female","",22,14,63.6363636363636,0,0.1,NA,0,0.75,-1,-0.25,1,NA,NA,NA,NA,1,1,5,0,1,2,3,4,1,0,0,0,0,1,-0.1
"P001346","secular",3,"Male","",23,15,65.2173913043478,0.857142857142857,0.625,1,0.5,0.75,0.5,1,NA,NA,NA,NA,NA,NA,7,4,5,2,2,2,1,0,0,0,0,0,0,0.232142857142857
"P001346","secular",4,"Female","",26,16,61.5384615384615,0,0.928571428571429,0,0,0.833333333333333,1,1,0,NA,NA,NA,0,NA,2,7,1,1,3,5,2,1,0,0,0,1,0,-0.928571428571429
"P001346","secular",5,"Male","",22,16,72.7272727272727,0.5,0.854166666666667,0.5,0.5,0.833333333333333,0.888888888888889,0.866666666666667,NA,-1,NA,NA,NA,NA,3,8,1,2,3,6,5,0,1,0,0,0,0,-0.354166666666667
"P001347","secular",1,"Male","",27,14,51.8518518518518,0.5,0.854166666666667,NA,0.5,0.875,0.888888888888889,0.888888888888889,NA,NA,NA,NA,NA,NA,2,8,0,2,4,6,6,0,0,0,0,0,0,-0.354166666666667
"P001347","secular",2,"Male","",31,20,64.5161290322581,0.4,0.722222222222222,0.333333333333333,0.5,0.833333333333333,0.333333333333333,1,NA,NA,NA,NA,NA,NA,5,9,3,2,3,6,4,0,0,0,0,0,0,-0.322222222222222
"P001347","secular",3,"Male","",21,15,71.4285714285714,0.75,0.75,1,0.5,0.75,NA,0.2,1,NA,NA,NA,1,NA,4,2,2,2,2,0,5,1,0,0,0,1,0,0
"P001347","secular",4,"Female","",28,18,64.2857142857143,0.714285714285714,0.875,0.75,0.666666666666667,0.833333333333333,1,1,0,NA,NA,NA,0,NA,7,4,4,3,3,1,2,1,0,0,0,1,0,-0.160714285714286
"P001347","secular",5,"Male","",34,16,47.0588235294118,0.375,0.75,1,0.166666666666667,0.875,0.5,0,NA,NA,NA,NA,NA,NA,4,6,1,3,4,2,2,0,0,0,0,0,0,-0.375
"P001348","secular",1,"Male","",29,16,55.1724137931034,0.5,0.785714285714286,NA,0.5,0.75,0.8,1,NA,NA,NA,NA,NA,NA,2,7,0,2,2,5,6,0,0,0,0,0,0,-0.285714285714286
"P001348","secular",2,"Female","",27,17,62.962962962963,0.714285714285714,0.3,0.75,0.666666666666667,0.75,0,1,NA,NA,NA,NA,NA,NA,7,5,4,3,2,3,2,0,0,0,0,0,0,0.414285714285714
"P001348","secular",3,"Male","",26,14,53.8461538461538,0.8,0.3,1,0.666666666666667,0.75,0,1,NA,NA,NA,NA,NA,NA,5,5,2,3,2,3,3,0,0,0,0,0,0,0.5
"P001348","secular",4,"Female","",30,19,63.3333333333333,0.5625,0.416666666666667,0.75,0.375,0.833333333333333,0,0.666666666666667,NA,NA,NA,NA,NA,NA,8,6,4,4,3,3,3,0,0,0,0,0,0,0.145833333333333
"P001348","secular",5,"Male","",29,16,55.1724137931034,0.583333333333333,0.416666666666667,1,0.375,0.833333333333333,0,0.75,NA,NA,NA,NA,NA,NA,6,6,2,4,3,3,4,0,0,0,0,0,0,0.166666666666667
"P001349","secular",1,"Male","",26,16,61.5384615384615,0.333333333333333,0.833333333333333,0,0.5,0.833333333333333,0.866666666666667,0.866666666666667,NA,NA,NA,NA,NA,NA,3,7,1,2,3,5,5,0,0,0,0,0,0,-0.5
"P001349","secular",2,"Female","",30,17,56.6666666666667,0,0.357142857142857,NA,0,0.75,0.2,1,0,NA,NA,NA,0,NA,1,7,0,1,2,5,4,1,0,0,0,1,0,-0.357142857142857
"P001349","secular",3,"Male","",26,18,69.2307692307692,0.75,0.9,1,0.5,0.833333333333333,1,1,0,-1,NA,NA,0,NA,4,5,2,2,3,2,2,1,1,0,0,1,0,-0.15
"P001349","secular",4,"Male","",27,10,37.037037037037,0,0.9,0,0,0.75,1,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,2,3,0,0,0,0,0,0,0,-0.9
"P001349","secular",5,"Female","",26,13,50,0.5,0.583333333333333,1,0,0.833333333333333,0.333333333333333,1,NA,NA,NA,NA,NA,NA,2,6,1,1,3,3,2,0,0,0,0,0,0,-0.0833333333333334
"P001350","secular",1,"Female","",21,10,47.6190476190476,0.666666666666667,-0.5,0.666666666666667,NA,NA,-0.5,NA,NA,NA,NA,NA,NA,NA,3,2,3,0,0,2,0,0,0,0,0,0,0,1.16666666666667
"P001350","secular",2,"Male","",23,12,52.1739130434783,0,0.75,0,NA,1,0.666666666666667,1,0,NA,0,NA,0,NA,2,4,2,0,1,3,1,1,0,1,0,1,0,-0.75
"P001350","secular",3,"Female","",20,10,50,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,1,4,0,0,0,0,0,0,0,NA
"P001350","secular",4,"Male","",19,8,42.1052631578947,0,0.416666666666667,NA,0,0.75,0.4,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,2,5,0,0,0,0,0,0,0,-0.416666666666667
"P001350","secular",5,"Male","",20,7,35,0.666666666666667,0.611111111111111,1,0.5,0.75,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,3,3,1,2,2,2,2,0,0,0,0,0,0,0.0555555555555556
"P001351","secular",1,"Male","",23,13,56.5217391304348,0.166666666666667,0.75,0.25,0,0.875,0.5,1,0,NA,NA,NA,0,NA,6,6,4,2,4,2,2,1,0,0,0,1,0,-0.583333333333333
"P001351","secular",2,"Female","",24,16,66.6666666666667,0.5,0.75,0.4,1,1,0.5,NA,0,NA,NA,NA,0,NA,6,4,5,1,2,2,0,1,0,0,0,1,0,-0.25
"P001351","secular",3,"Male","",19,10,52.6315789473684,0.25,0.25,0.333333333333333,0,0.833333333333333,-0.333333333333333,NA,0,NA,NA,NA,0,NA,4,6,3,1,3,3,0,1,0,0,0,1,0,0
